,Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
0,005930,KR7005930003,삼성전자,KOSPI,,60500,3,0,0.0,61100,61200,59900,16102561,972246984400,361171844275000,5969782550,STK
1,373220,KR7373220003,LG에너지솔루션,KOSPI,,478000,1,3500,0.74,481000,482000,472000,287924,137505865000,111852000000000,234000000,STK
2,000660,KR7000660001,SK하이닉스,KOSPI,,86800,2,-500,-0.57,88100,88100,85800,3065582,265514341800,63190605282000,728002365,STK
3,207940,KR7207940008,삼성바이오로직스,KOSPI,,811000,1,8000,1.0,808000,817000,806000,60282,48961582630,57722114000000,71174000,STK
4,005935,KR7005931001,삼성전자우,KOSPI,,54900,1,200,0.37,54900,54900,54000,693148,37815387000,45176479830000,822886700,STK
5,051910,KR7051910008,LG화학,KOSPI,,637000,1,3000,0.47,643000,644000,629000,152114,96807155000,44967322491000,70592343,STK
6,006400,KR7006400006,삼성SDI,KOSPI,,629000,1,5000,0.8,631000,633000,622000,240833,151456711280,43252889370000,68764530,STK
7,005380,KR7005380001,현대차,KOSPI,,166500,1,2500,1.52,166000,168000,164500,869403,144835338500,35575753135500,213668187,STK
8,035420,KR7035420009,NAVER,KOSPI,,194000,2,-1000,-0.51,198000,199000,194000,797343,155598387500,31825522490000,164049085,STK
9,035720,KR7035720002,카카오,KOSPI,,61500,2,-400,-0.65,63000,63400,61100,2197974,136105781700,27392738800500,445410387,STK
10,000270,KR7000270009,기아,KOSPI,,63900,2,-300,-0.47,64600,64700,63900,1374463,88264397200,25902717873300,405363347,STK
11,005490,KR7005490008,POSCO홀딩스,KOSPI,,291000,2,-1000,-0.34,293500,295000,291000,325084,95106754000,24610227930000,84571230,STK
12,068270,KR7068270008,셀트리온,KOSPI,,168000,1,1500,0.9,167500,170000,167000,308564,51949843000,23655275280000,140805210,STK
13,105560,KR7105560007,KB금융,KOSPI,,56500,1,100,0.18,56100,56900,56100,1818316,102981547408,23102684342000,408897068,STK
14,028260,KR7028260008,삼성물산,KOSPI,,117000,3,0,0.0,117500,119000,117000,324279,38130370500,21865788477000,186887081,STK
15,055550,KR7055550008,신한지주,KOSPI,,40050,1,50,0.13,40100,40400,39850,1231244,49404620700,20376834003450,508784869,STK
16,012330,KR7012330007,현대모비스,KOSPI,,213500,2,-4000,-1.84,218000,219500,213500,265267,57013859809,20129867569000,94285094,STK
17,066570,KR7066570003,LG전자,KOSPI,,93700,2,-1100,-1.16,95000,95500,93100,487521,45702305200,15333800171800,163647814,STK
18,003670,KR7003670007,포스코케미칼,KOSPI,,193500,2,-1000,-0.51,197000,197500,192000,676537,131660207500,14989133070000,77463220,STK
19,096770,KR7096770003,SK이노베이션,KOSPI,,157000,1,3500,2.28,155500,158000,154000,365498,57079186000,14517093548000,92465564,STK
20,086790,KR7086790003,하나금융지주,KOSPI,,48100,1,300,0.63,48100,48350,47600,1275351,61223795031,14232957195600,295903476,STK
21,032830,KR7032830002,삼성생명,KOSPI,,70700,2,-300,-0.42,70800,72300,70600,222372,15790395500,14140000000000,200000000,STK
22,034730,KR7034730002,SK,KOSPI,,190500,1,1000,0.53,190000,192500,189500,122468,23365081099,14125447174500,74149329,STK
23,323410,KR7323410001,카카오뱅크,KOSPI,,27600,2,-200,-0.72,28100,28300,27150,1995420,55063276050,13157765581200,476730637,STK
24,015760,KR7015760002,한국전력,KOSPI,,19800,1,250,1.28,19650,20100,19550,2396575,47491188750,12710888724600,641964077,STK
25,003550,KR7003550001,LG,KOSPI,,79800,1,200,0.25,79300,80600,79300,140117,11222706812,12552619241400,157300993,STK
26,033780,KR7033780008,KT&G,KOSPI,,90600,2,-400,-0.44,90200,91300,90200,362007,32812000100,12438700228200,137292497,STK
27,051900,KR7051900009,LG생활건강,KOSPI,,736000,2,-32000,-4.17,763000,767000,736000,88896,66046799000,11494992992000,15618197,STK
28,010130,KR7010130003,고려아연,KOSPI,,550000,1,3000,0.55,550000,561000,549000,53804,29817562000,10924736900000,19863158,STK
29,009150,KR7009150004,삼성전기,KOSPI,,144500,2,-500,-0.34,146000,146000,143000,404898,58337255000,10793239072000,74693696,STK
30,034020,KR7034020008,두산에너빌리티,KOSPI,,16900,1,500,3.05,16600,17050,16450,7585935,127568986450,10787405757700,638308033,STK
31,017670,KR7017670001,SK텔레콤,KOSPI,,45900,2,-600,-1.29,46400,46450,45900,1337358,61682881702,10044441309600,218833144,STK
32,036570,KR7036570000,엔씨소프트,KOSPI,,449000,1,3000,0.67,450000,454500,445000,85887,38566628000,9857355878000,21954022,STK
33,247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,100200,1,300,0.3,101000,101200,99100,449188,44935123500,9799694668800,97801344,KSQ
34,011200,KR7011200003,HMM,KOSPI,,19950,2,-400,-1.97,20450,20450,19950,1199938,24119166700,9756337945200,489039496,STK
35,329180,KR7329180004,현대중공업,KOSPI,,109500,1,2000,1.86,108500,110500,108000,171093,18755289500,9720656202000,88773116,STK
36,000810,KR7000810002,삼성화재,KOSPI,,201000,1,500,0.25,200000,204000,200000,65861,13290904000,9522342237000,47374837,STK
37,018260,KR7018260000,삼성에스디에스,KOSPI,,121500,2,-2500,-2.02,124500,125500,121500,132066,16163074500,9401402700000,77377800,STK
38,091990,KR7091990002,셀트리온헬스케어,KOSDAQ GLOBAL,우량기업부,59200,1,400,0.68,59100,59600,58400,414317,24503512000,9367945462400,158242322,KSQ
39,010950,KR7010950004,S-Oil,KOSPI,,81800,2,-300,-0.37,82600,82700,81400,236225,19347815900,9209272385600,112582792,STK
40,009830,KR7009830001,한화솔루션,KOSPI,,48100,1,1350,2.89,48750,49900,48100,5259208,257232162400,9200495705700,191278497,STK
41,377300,KR7377300009,카카오페이,KOSPI,,67700,1,500,0.74,68400,68900,65900,948271,63636651300,9004291387900,133002827,STK
42,316140,KR7316140003,우리금융지주,KOSPI,,12350,3,0,0.0,12400,12550,12350,2818179,34951162900,8991547780150,728060549,STK
43,030200,KR7030200000,KT,KOSPI,,34000,2,-300,-0.87,34300,34550,34000,1039564,35558937150,8877801472000,261111808,STK
44,003490,KR7003490000,대한항공,KOSPI,,23600,2,-100,-0.42,23950,23950,23600,967413,22913074400,8690007599600,368220661,STK
45,259960,KR7259960003,크래프톤,KOSPI,,171500,1,500,0.29,171000,174000,170500,155236,26706815500,8417484967500,49081545,STK
46,090430,KR7090430000,아모레퍼시픽,KOSPI,,140000,2,-4000,-2.78,146500,146500,139000,366747,51561622500,8188986260000,58492759,STK
47,024110,KR7024110009,기업은행,KOSPI,,10150,1,50,0.5,10100,10200,10100,1038815,10545185900,8093872570350,797425869,STK
48,352820,KR7352820005,하이브,KOSPI,,173000,2,-1500,-0.86,174500,177000,171500,167481,29119504000,7154135951000,41353387,STK
49,066970,KR7066970005,엘앤에프,KOSDAQ GLOBAL,중견기업부,188600,1,3100,1.67,189000,189300,185800,325831,61144191000,6793054397600,36018316,KSQ
50,011070,KR7011070000,LG이노텍,KOSPI,,277500,2,-500,-0.18,279500,280000,276000,189705,52589566000,6567622192500,23667107,STK
51,086280,KR7086280005,현대글로비스,KOSPI,,170500,1,4500,2.71,167500,172000,167000,88453,15087951000,6393750000000,37500000,STK
52,011170,KR7011170008,롯데케미칼,KOSPI,,184500,2,-1500,-0.81,187000,187000,182500,203162,37485629000,6323814805500,34275419,STK
53,302440,KR7302440003,SK바이오사이언스,KOSPI,,79300,1,1400,1.8,78900,79300,77400,230390,18124702300,6088974847800,76784046,STK
54,326030,KR7326030004,SK바이오팜,KOSPI,,74100,2,-300,-0.4,74500,74800,73700,64043,4758300600,5803011825000,78313250,STK
55,000060,KR7000060004,메리츠화재,KOSPI,,49600,1,3150,6.78,47100,49950,46550,308789,15205018250,5510761872000,111104070,STK
56,138040,KR7138040001,메리츠금융지주,KOSPI,,42200,1,3550,9.18,38950,42300,38900,923206,38254597300,5383530888400,127571822,STK
57,009540,KR7009540006,한국조선해양,KOSPI,,76000,1,600,0.8,75700,76700,75400,198485,15094392700,5378756816000,70773116,STK
58,097950,KR7097950000,CJ제일제당,KOSPI,,342500,3,0,0.0,344000,345000,341500,48550,16658158500,5156058705000,15054186,STK
59,383220,KR7383220001,F&F,KOSPI,,134500,1,3000,2.28,132500,135500,130000,281157,37418762000,5152301587500,38307075,STK
60,402340,KR7402340004,SK스퀘어,KOSPI,,35950,1,350,0.98,35700,36200,35350,316554,11366320600,5085759177450,141467571,STK
61,035250,KR7035250000,강원랜드,KOSPI,,23050,2,-250,-1.07,23450,23500,23000,635813,14695028237,4931328525000,213940500,STK
62,251270,KR7251270005,넷마블,KOSPI,,57200,1,2600,4.76,55100,57300,54600,609868,34395035600,4916540314400,85953502,STK
63,271560,KR7271560005,오리온,KOSPI,,119000,1,1000,0.85,118000,120000,116500,109665,12999121500,4704799708000,39536132,STK
64,028050,KR7028050003,삼성엔지니어링,KOSPI,,23850,2,-50,-0.21,24050,24250,23750,658359,15755177900,4674600000000,196000000,STK
65,032640,KR7032640005,LG유플러스,KOSPI,,10700,2,-50,-0.47,10800,10800,10700,1136085,12189093750,4671741562700,436611361,STK
66,005830,KR7005830005,DB손해보험,KOSPI,,65900,1,1100,1.7,64400,66300,64300,114439,7536575800,4665720000000,70800000,STK
67,018880,KR7018880005,한온시스템,KOSPI,,8720,2,-40,-0.46,8760,8810,8650,625628,5469739480,4654736000000,533800000,STK
68,034220,KR7034220004,LG디스플레이,KOSPI,,12900,2,-150,-1.15,13050,13100,12650,2735388,35205212950,4615822530000,357815700,STK
69,361610,KR7361610009,SK아이이테크놀로지,KOSPI,,64700,1,3000,4.86,62600,65900,62400,804168,51909900500,4612954202400,71297592,STK
70,088980,KR7088980008,맥쿼리인프라,KOSPI,,11300,3,0,0.0,11300,11350,11250,504808,5703875200,4574754681100,404845547,STK
71,267250,KR7267250009,HD현대,KOSPI,,57300,1,800,1.42,56400,57800,56300,168434,9638847100,4526303770500,78993085,STK
72,047810,KR7047810007,한국항공우주,KOSPI,,46350,1,250,0.54,46550,47600,46150,1342347,62863979450,4517971209450,97475107,STK
73,010140,KR7010140002,삼성중공업,KOSPI,,5090,2,-30,-0.59,5140,5170,5090,2516384,12877745930,4479200000000,880000000,STK
74,004020,KR7004020004,현대제철,KOSPI,,32700,2,-550,-1.65,33250,33600,32700,592830,19528061800,4363677169500,133445785,STK
75,011780,KR7011780004,금호석유,KOSPI,,144000,3,0,0.0,143000,145000,142000,63956,9167069000,4221260928000,29314312,STK
76,000720,KR7000720003,현대건설,KOSPI,,37400,1,50,0.13,37700,38050,36850,714450,26650016750,4164705611000,111355765,STK
77,006800,KR7006800007,미래에셋증권,KOSPI,,6710,1,80,1.21,6640,6750,6640,1088912,7311671460,4128773097680,615316408,STK
78,078930,KR7078930005,GS,KOSPI,,43750,1,600,1.39,43100,44000,43050,151786,6630257400,4065047787500,92915378,STK
79,021240,KR7021240007,코웨이,KOSPI,,54300,2,-1200,-2.16,55500,55700,54300,208864,11394324800,4007319311700,73799619,STK
80,012450,KR7012450003,한화에어로스페이스,KOSPI,,78700,1,5100,6.93,74200,78700,73600,1783257,136489025700,3984581000000,50630000,STK
81,000100,KR7000100008,유한양행,KOSPI,,54400,2,-500,-0.91,55000,55100,54200,414681,22568398800,3983792294400,73231476,STK
82,161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,31650,2,-200,-0.63,32000,32200,31650,222762,7099250600,3920645933850,123875069,STK
83,008560,KR7008560005,메리츠증권,KOSPI,,6270,1,390,6.63,5900,6420,5860,3378752,21114056400,3856304430330,615040579,STK
84,028300,KR7028300002,HLB,KOSDAQ,중견기업부,31700,1,300,0.96,31600,32000,31000,422998,13333680750,3691968681300,116465889,KSQ
85,293490,KR7293490009,카카오게임즈,KOSDAQ GLOBAL,우량기업부,44300,1,600,1.37,44400,44450,43550,475988,20954282450,3645444652100,82289947,KSQ
86,241560,KR7241560002,두산밥캣,KOSPI,,35150,3,0,0.0,35100,35550,35100,203788,7181482850,3523758184900,100249166,STK
87,011790,KR7011790003,SKC,KOSPI,,93000,2,-500,-0.53,94300,94300,91800,246842,22932675500,3521751714000,37868298,STK
88,029780,KR7029780004,삼성카드,KOSPI,,30100,2,-200,-0.66,30250,30450,30050,86591,2612106150,3487352619100,115858891,STK
89,004990,KR7004990008,롯데지주,KOSPI,,32600,3,0,0.0,32900,33200,32600,136953,4501052450,3420041126200,104909237,STK
90,282330,KR7282330000,BGF리테일,KOSPI,,191000,1,1500,0.79,190000,194500,186500,52677,10060550500,3301226046000,17283906,STK
91,128940,KR7128940004,한미약품,KOSPI,,266000,1,500,0.19,266500,269000,264000,30967,8262172500,3276580286000,12317971,STK
92,071050,KR7071050009,한국금융지주,KOSPI,,58700,1,200,0.34,58400,59100,57700,213886,12517229100,3271115730400,55725992,STK
93,008770,KR7008770000,호텔신라,KOSPI,,82600,2,-1100,-1.31,83900,84100,81900,423802,35029923000,3241894794600,39248121,STK
94,137310,KR7137310009,에스디바이오센서,KOSPI,,30700,1,50,0.16,30750,31100,30650,211531,6521172850,3204568937100,104383353,STK
95,112610,KR7112610001,씨에스윈드,KOSPI,,73400,1,6400,9.55,71400,76400,71300,1398408,103664838100,3095380980200,42171403,STK
96,010620,KR7010620003,현대미포조선,KOSPI,,77400,1,1800,2.38,76300,78500,75900,446731,34674301800,3091522332600,39942149,STK
97,002790,KR7002790004,아모레G,KOSPI,,37300,2,-250,-0.67,37550,37700,36950,360292,13448681000,3075690114000,82458180,STK
98,005940,KR7005940002,NH투자증권,KOSPI,,9130,2,-50,-0.54,9200,9240,9130,475345,4359487460,3028109858730,331665921,STK
99,016360,KR7016360000,삼성증권,KOSPI,,33750,2,-100,-0.3,33850,34150,33700,214575,7264397150,3013875000000,89300000,STK
100,036460,KR7036460004,한국가스공사,KOSPI,,32400,1,300,0.93,32500,32650,32250,381939,12384234100,2990941200000,92313000,STK
101,064350,KR7064350002,현대로템,KOSPI,,27350,1,300,1.11,27350,28200,27150,2838646,78424790500,2985041713550,109142293,STK
102,005387,KR7005382007,현대차2우B,KOSPI,,80500,1,800,1.0,79900,80600,79400,53652,4302445900,2937078805500,36485451,STK
103,086520,KR7086520004,에코프로,KOSDAQ,우량기업부,116000,2,-500,-0.43,117800,117900,115200,282513,32897831000,2929872900000,25257525,KSQ
104,028670,KR7028670008,팬오션,KOSPI,,5410,2,-70,-1.28,5530,5580,5410,2256423,12317071570,2892021059920,534569512,STK
105,007070,KR7007070006,GS리테일,KOSPI,,27450,2,-700,-2.49,28200,28200,27450,241303,6667868100,2874506958900,104717922,STK
106,263750,KR7263750002,펄어비스,KOSDAQ GLOBAL,우량기업부,43500,1,250,0.58,43400,43650,42750,257159,11125894300,2794259692500,64235855,KSQ
107,023530,KR7023530009,롯데쇼핑,KOSPI,,98000,2,-900,-0.91,98700,98700,97000,43439,4246359200,2772297990000,28288755,STK
108,307950,KR7307950006,현대오토에버,KOSPI,,100500,2,-500,-0.5,102000,102000,100500,21720,2194243500,2756110191000,27423982,STK
109,139480,KR7139480008,이마트,KOSPI,,98600,2,-1100,-1.1,100500,100500,98400,157125,15547008200,2748555753400,27875819,STK
110,003410,KR7003410008,쌍용C&E,KOSPI,,5400,2,-30,-0.55,5460,5470,5380,588091,3175604390,2720841813000,503859595,STK
111,020150,KR7020150009,일진머티리얼즈,KOSPI,,58500,2,-1000,-1.68,59900,60000,58500,381078,22517889800,2697483847500,46110835,STK
112,001450,KR7001450006,현대해상,KOSPI,,30050,1,150,0.5,29900,30450,29750,290307,8769869950,2686470000000,89400000,STK
113,047050,KR7047050000,포스코인터내셔널,KOSPI,,21250,3,0,0.0,21400,21600,21250,530327,11329471700,2621721916250,123375149,STK
114,030000,KR7030000004,제일기획,KOSPI,,22200,2,-50,-0.22,22300,22500,22150,218821,4872443800,2553915195000,115041225,STK
115,068760,KR7068760008,셀트리온제약,KOSDAQ,우량기업부,67500,1,1200,1.81,66900,67800,65700,86982,5832250000,2544883245000,37701974,KSQ
116,180640,KR7180640005,한진칼,KOSPI,,37500,2,-550,-1.45,38200,38350,37500,84864,3209724900,2503567350000,66761796,STK
117,058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,161600,1,100,0.06,162000,163300,158100,44944,7237641500,2463166992000,15242370,KSQ
118,039490,KR7039490008,키움증권,KOSPI,,93700,3,0,0.0,94200,95500,93000,50172,4717686600,2456768368100,26219513,STK
119,006040,KR7006040000,동원산업,KOSPI,,48300,3,0,0.0,48350,49150,48100,44165,2136105400,2414162719500,49982665,STK
120,001040,KR7001040005,CJ,KOSPI,,82700,1,200,0.24,82600,83500,82600,52852,4386524800,2412937734600,29176998,STK
121,088350,KR7088350004,한화생명,KOSPI,,2750,2,-5,-0.18,2755,2805,2730,1334543,3678974870,2388457500000,868530000,STK
122,253450,KR7253450001,스튜디오드래곤,KOSDAQ,우량기업부,78800,2,-1300,-1.62,80400,80900,78300,256451,20257968000,2368609642400,30058498,KSQ
123,052690,KR7052690005,한전기술,KOSPI,,61800,2,-300,-0.48,62400,64100,61800,379795,23777191300,2361996000000,38220000,STK
124,035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,66000,1,600,0.92,65900,66700,64700,437126,28646216400,2342834472000,35497492,KSQ
125,004170,KR7004170007,신세계,KOSPI,,232500,2,-3000,-1.27,237000,237000,230500,73798,17188410000,2289004582500,9845181,STK
126,006260,KR7006260004,LS,KOSPI,,70700,1,2000,2.91,68800,71900,68700,153263,10859845800,2276540000000,32200000,STK
127,051915,KR7051911006,LG화학우,KOSPI,,294500,2,-1500,-0.51,297500,297500,291500,4470,1314729000,2264351600000,7688800,STK
128,014680,KR7014680003,한솔케미칼,KOSPI,,198000,1,2000,1.02,197000,202500,192000,44857,8923791500,2244368610000,11335195,STK
129,138930,KR7138930003,BNK금융지주,KOSPI,,6850,3,0,0.0,6820,6900,6810,1857488,12734182090,2232656435100,325935246,STK
130,017390,KR7017390006,서울가스,KOSPI,,445500,3,0,0.0,446000,448000,441500,14772,6550019000,2227500000000,5000000,STK
131,278280,KR7278280003,천보,KOSDAQ GLOBAL,우량기업부,221000,2,-600,-0.27,225000,225900,221000,36305,8069072200,2210000000000,10000000,KSQ
132,012750,KR7012750006,에스원,KOSPI,,58100,2,-200,-0.34,58300,58700,57600,60240,3506661300,2207752241800,37999178,STK
133,336260,KR7336260005,두산퓨얼셀,KOSPI,,33700,1,1800,5.64,32550,34000,32350,701752,23475260850,2207138566200,65493726,STK
134,272210,KR7272210006,한화시스템,KOSPI,,11600,1,200,1.75,11550,11900,11450,826234,9641682300,2191464912400,188919389,STK
135,035760,KR7035760008,CJ ENM,KOSDAQ GLOBAL,우량기업부,98900,2,-1100,-1.1,100000,100300,97000,157141,15456695900,2168793330600,21929154,KSQ
136,008930,KR7008930000,한미사이언스,KOSPI,,31050,2,-300,-0.96,31400,31700,31050,78086,2440165350,2130765388200,68623684,STK
137,004370,KR7004370003,농심,KOSPI,,347000,1,2000,0.58,344500,350500,342000,17886,6216543500,2110676774000,6082642,STK
138,081660,KR7081660003,휠라홀딩스,KOSPI,,34650,1,850,2.51,33850,34800,33750,221206,7614246250,2105064492300,60752222,STK
139,042660,KR7042660001,대우조선해양,KOSPI,,19450,1,200,1.04,19400,19700,19300,285811,5583511700,2086803512050,107290669,STK
140,010060,KR7010060002,OCI,KOSPI,,86800,1,2900,3.46,85100,87500,84800,581134,50246246400,2070125402800,23849371,STK
141,000880,KR7000880005,한화,KOSPI,,27550,1,350,1.29,27350,28150,27250,288400,8003993850,2065113149250,74958735,STK
142,204320,KR7204320006,HL만도,KOSPI,,43850,1,400,0.92,43850,45000,43600,249825,11020576200,2059069712000,46957120,STK
